,circ_num,judge_name,num
727,Seventh Circuit,ILANA DIAMOND ROVNER,20
728,Seventh Circuit,INDEED,1
729,Seventh Circuit,JOEL M  FLAUM,13
730,Seventh Circuit,JOHN D  TINDER,1
731,Seventh Circuit,JOHN DANIEL TINDER,7
732,Seventh Circuit,JOHN L  COFFEY,7
733,Seventh Circuit,KANNE,64
734,Seventh Circuit,KAPALA,2
735,Seventh Circuit,KENDALL,1
736,Seventh Circuit,KENNETH F  RIPPLE,10
737,Seventh Circuit,LAWRENCE,1
738,Seventh Circuit,LEE,1
739,Seventh Circuit,MAGNUS-STINSON,1
740,Seventh Circuit,MANION,63
741,Seventh Circuit,MICHAEL S  KANNE,17
742,Seventh Circuit,MICHAEL Y  SCUDDER,1
743,Seventh Circuit,MILLER,1
744,Seventh Circuit,NA,3
745,Seventh Circuit,POSNER,92
746,Seventh Circuit,RICHARD A  POSNER,15
747,Seventh Circuit,RICHARD D  CUDAHY,5
748,Seventh Circuit,RIPPLE,67
749,Seventh Circuit,ROVNER,89
750,Seventh Circuit,SCUDDER,2
751,Seventh Circuit,SHADID,1
752,Seventh Circuit,SHAH,1
753,Seventh Circuit,ST  EVE,4
754,Seventh Circuit,SYKES,44
755,Seventh Circuit,TERENCE T  EVANS,14
756,Seventh Circuit,TINDER,19
757,Seventh Circuit,WILLIAM J  BAUER,13
758,Seventh Circuit,WILLIAMS,72
759,Seventh Circuit,WOOD,55
760,Seventh Circuit,"WOOD, Jr.",4
761,Seventh Circuit,YOUNG,2
762,Sixth Circuit,ACKERMAN,1
763,Sixth Circuit,ADAMS,4
764,Sixth Circuit,ALDRICH,5
765,Sixth Circuit,ANDERSON,1
766,Sixth Circuit,BALDOCK,3
767,Sixth Circuit,BARZILAY,1
768,Sixth Circuit,BATCHELDER,45
769,Sixth Circuit,BECKWITH,4
770,Sixth Circuit,BELL,10
771,Sixth Circuit,BERTELSMAN,4
772,Sixth Circuit,BLACK,1
773,Sixth Circuit,BOGGS,64
774,Sixth Circuit,BOOGS,1
775,Sixth Circuit,BORMAN,2
776,Sixth Circuit,BRIGHT,3
777,Sixth Circuit,BUNNING,3
778,Sixth Circuit,BUSH,2
779,Sixth Circuit,CARR,2
780,Sixth Circuit,CLAY,88
781,Sixth Circuit,CLELAND,3
782,Sixth Circuit,COFFMAN,1
783,Sixth Circuit,COHN,9
784,Sixth Circuit,COLE,69
785,Sixth Circuit,COLLIER,2
786,Sixth Circuit,CONTIE,1
787,Sixth Circuit,COOK,38
788,Sixth Circuit,CUDAHY,2
789,Sixth Circuit,DAUGHTREY,56
790,Sixth Circuit,DAVID A  NELSON,3
791,Sixth Circuit,DONALD,17
792,Sixth Circuit,DOWD,5
793,Sixth Circuit,DUGGAN,2
794,Sixth Circuit,DUPLANTIER,1
795,Sixth Circuit,ECONOMUS,3
796,Sixth Circuit,EDMUNDS,4
797,Sixth Circuit,ENGEL,1
798,Sixth Circuit,FARRIS,2
799,Sixth Circuit,FORESTER,7
800,Sixth Circuit,GARWOOD,1
801,Sixth Circuit,GIBBONS,53
802,Sixth Circuit,GIBSON,2
803,Sixth Circuit,GILMAN,62
804,Sixth Circuit,GRAHAM,1
805,Sixth Circuit,GREER,2
806,Sixth Circuit,GRIFFIN,36
807,Sixth Circuit,GUY,32
808,Sixth Circuit,GWIN,3
809,Sixth Circuit,HAYNES,4
810,Sixth Circuit,HELMICK,1
811,Sixth Circuit,HEYBURN,1
812,Sixth Circuit,HOOD,13
813,Sixth Circuit,HUCK,1
814,Sixth Circuit,HULL,1
815,Sixth Circuit,JOHN R  GIBSON,1
816,Sixth Circuit,JONES,11
817,Sixth Circuit,JORDAN,3
818,Sixth Circuit,KATZ,1
819,Sixth Circuit,KEITH,28
820,Sixth Circuit,KENNEDY,24
821,Sixth Circuit,KETHLEDGE,25
822,Sixth Circuit,KRUPANSKY,13
823,Sixth Circuit,LAWSON,6
824,Sixth Circuit,LAY,2
825,Sixth Circuit,LEITMAN,1
826,Sixth Circuit,MAGILL,3
827,Sixth Circuit,MARBLEY,4
828,Sixth Circuit,MARTIN,43
829,Sixth Circuit,MATIA,1
830,Sixth Circuit,MAYS,1
831,Sixth Circuit,MCCALLA,3
832,Sixth Circuit,MCKEAGUE,39
833,Sixth Circuit,MCKINLEY,1
834,Sixth Circuit,MERRITT,37
835,Sixth Circuit,MILLS,8
836,Sixth Circuit,MOORE,74
837,Sixth Circuit,MURPHY,1
838,Sixth Circuit,NELSON,12
839,Sixth Circuit,NIXON,1
840,Sixth Circuit,NORRIS,32
841,Sixth Circuit,NUGENT,2
842,Sixth Circuit,O'CONNOR,1
843,Sixth Circuit,O'KELLEY,1
844,Sixth Circuit,O'MALLEY,5
845,Sixth Circuit,O'MEARA,4
846,Sixth Circuit,OBERDORFER,1
847,Sixth Circuit,OLIVER,6
848,Sixth Circuit,PEARSON,1
849,Sixth Circuit,PHILLIPS,1
850,Sixth Circuit,POLSTER,5
851,Sixth Circuit,QUIST,3
852,Sixth Circuit,"RALPH B  GUY, Jr.",1
853,Sixth Circuit,REEVES,3
854,Sixth Circuit,RICE,1
855,Sixth Circuit,RIPPLE,1
856,Sixth Circuit,ROBERTS,1
857,Sixth Circuit,ROGERS,56
858,Sixth Circuit,ROSE,1
859,Sixth Circuit,ROSEN,1
860,Sixth Circuit,RUSSELL,4
861,Sixth Circuit,RYAN,10
862,Sixth Circuit,SARGUS,3
863,Sixth Circuit,SCHWARZER,2
864,Sixth Circuit,SHADUR,1
865,Sixth Circuit,SHARP,1
866,Sixth Circuit,SILER,48
867,Sixth Circuit,SPIEGEL,1
868,Sixth Circuit,STAFFORD,4
869,Sixth Circuit,STAMP,2
870,Sixth Circuit,STEEH,3
871,Sixth Circuit,STRANCH,21
872,Sixth Circuit,SUHRHEINRICH,38
873,Sixth Circuit,SUTTON,55
874,Sixth Circuit,TARNOW,9
875,Sixth Circuit,THAPAR,6
876,Sixth Circuit,VAN TATENHOVE,1
877,Sixth Circuit,VINSON,1
878,Sixth Circuit,WATSON,2
879,Sixth Circuit,WEBER,1
880,Sixth Circuit,WELLFORD,1
881,Sixth Circuit,WHITE,37
882,Sixth Circuit,WILLIAMS,2
883,Sixth Circuit,WISEMAN,3
884,Sixth Circuit,ZATKOFF,7
885,Tenth Circuit,ALARCÓN,2
886,Tenth Circuit,ALLEY,3
887,Tenth Circuit,ANDERSON,39
888,Tenth Circuit,ARMIJO,2
889,Tenth Circuit,BACHARACH,13
890,Tenth Circuit,BALDOCK,46
891,Tenth Circuit,BARRETT,1
892,Tenth Circuit,BRACK,1
893,Tenth Circuit,BRIMMER,1
894,Tenth Circuit,BRISCOE,57
895,Tenth Circuit,BRORBY,33
896,Tenth Circuit,CASSELL,1
897,Tenth Circuit,EAGAN,2
898,Tenth Circuit,EBEL,51
899,Tenth Circuit,ELLISON,3
900,Tenth Circuit,FIGA,2
901,Tenth Circuit,FRIZZELL,1
902,Tenth Circuit,GIBSON,1
903,Tenth Circuit,GILMAN,1
904,Tenth Circuit,GORSUCH,33
905,Tenth Circuit,HALL,1
906,Tenth Circuit,HARTZ,48
907,Tenth Circuit,HENRY,34
908,Tenth Circuit,HOLLOWAY,16
909,Tenth Circuit,HOLMES,19
910,Tenth Circuit,JACKSON,1
911,Tenth Circuit,JENKINS,1
912,Tenth Circuit,JOHN C  PORFILIO,1
913,Tenth Circuit,KANE,1
914,Tenth Circuit,KELLY,53
915,Tenth Circuit,LUCERO,57
916,Tenth Circuit,MARTEN,3
917,Tenth Circuit,MATHESON,15
918,Tenth Circuit,MCCONNELL,18
919,Tenth Circuit,MCHUGH,9
920,Tenth Circuit,MCKAY,47
921,Tenth Circuit,MCWILLIAMS,12
922,Tenth Circuit,MORITZ,9
923,Tenth Circuit,MURPHY,61
924,Tenth Circuit,O'BRIEN,39
925,Tenth Circuit,PHILLIPS,9
926,Tenth Circuit,PORFILIO,28
927,Tenth Circuit,REAVLEY,2
928,Tenth Circuit,ROGERS,1
929,Tenth Circuit,SCOTT M  MATHESON,1
930,Tenth Circuit,SEYMOUR,27
931,Tenth Circuit,SHADUR,3
932,Tenth Circuit,STAMP,1
933,Tenth Circuit,STEPHEN H  ANDERSON,2
934,Tenth Circuit,TACHA,36
935,Tenth Circuit,TYMKOVICH,38
936,Tenth Circuit,WEINSHIENK,1
937,Tenth Circuit,WINDER,1
938,Third Circuit,ACKERMAN,1
939,Third Circuit,ALARCÓN,1
940,Third Circuit,ALDISERT,22
941,Third Circuit,ALITO,12
942,Third Circuit,AMBRO,45
943,Third Circuit,BARRY,49
944,Third Circuit,BECKER,10
945,Third Circuit,BIBAS,2
946,Third Circuit,BRIGHT,1
947,Third Circuit,CHAGARES,32
948,Third Circuit,CHERTOFF,6
949,Third Circuit,COWEN,23
950,Third Circuit,CUDAHY,3
951,Third Circuit,DEBEVOISE,2
952,Third Circuit,DIAMOND,3
953,Third Circuit,DITTER,1
954,Third Circuit,DOWD,1
955,Third Circuit,DUHÉ,1
956,Third Circuit,FISHER,53
957,Third Circuit,FUENTES,45
958,Third Circuit,FULLAM,1
959,Third Circuit,GARTH,13
960,Third Circuit,GIBSON,1
961,Third Circuit,"GREENAWAY, Jr.",38
962,Third Circuit,GREENBERG,20
963,Third Circuit,HARDIMAN,41
964,Third Circuit,HAYDEN,1
965,Third Circuit,IRENAS,4
966,Third Circuit,JONES,2
967,Third Circuit,JORDAN,38
968,Third Circuit,KRAUSE,13
969,Third Circuit,LAY,1
970,Third Circuit,LIFLAND,1
971,Third Circuit,LOURIE,2
972,Third Circuit,MAGILL,1
973,Third Circuit,MANSMANN,1
974,Third Circuit,MCCLURE,1
975,Third Circuit,MCKEE,43
976,Third Circuit,MELLOY,1
977,Third Circuit,MICHEL,4
978,Third Circuit,NOONAN,1
979,Third Circuit,NYGAARD,33
980,Third Circuit,O'CONNOR,1
981,Third Circuit,OBERDORFER,2
982,Third Circuit,PADOVA,2
983,Third Circuit,POGUE,2
984,Third Circuit,POLLAK,9
985,Third Circuit,RENDELL,47
986,Third Circuit,RESTANI,2
987,Third Circuit,RESTREPO,3
988,Third Circuit,ROSENN,6
989,Third Circuit,ROSENTHAL,2
990,Third Circuit,ROTH,45
991,Third Circuit,RUFE,1
992,Third Circuit,SCHWARZER,2
993,Third Circuit,SCIRICA,45
994,Third Circuit,SHADUR,1
995,Third Circuit,SHAPIRO,1
996,Third Circuit,SHWARTZ,23
997,Third Circuit,SILER,2
998,Third Circuit,SLOVITER,53
999,Third Circuit,SMITH,42
1000,Third Circuit,STAFFORD,2
1001,Third Circuit,STAPLETON,14
1002,Third Circuit,STEARNS,3
1003,Third Circuit,SÁNCHEZ,1
1004,Third Circuit,TASHIMA,4
1005,Third Circuit,VAN ANTWERPEN,23
1006,Third Circuit,VANASKIE,28
1007,Third Circuit,WALLACH,1
1008,Third Circuit,WARD,1
1009,Third Circuit,WEIS,15
